№;id объявления;id лота;id пункта плана;Вид предмета закупок;Код товара, работы, услуги (в соответствии с КТРУ);Наименование закупаемых товаров, работ, услуг на государственном языке (в соответствии с КТРУ);Дополнительная характеристика;Краткая техническая характеристика;Количество, объём;Цена за единицу, тенге;Сумма, утвержденная  для закупки, тенге;Цена (без НДС) по договору, тенге;Сумма  (без НДС), договору тенге;Сумма (без НДС), оплачен поставщику тенге;Начало приема заявок;Окончание приема заявок;Планируемый срок осуществления поставки;Способ закупки;Статус лота;Сумма по договору факт;Экономия;Сумма оплаты поставщику
768;3903646-1;31722718-ОИ2;;Запрос ценовых предложений;204131.590.000001;Салфетка;Куб с безворсовыми салфетками для чистки оптики;чистящая;2;1517.86;3035.72;;;;2020-01-25 16:59:24;2020-01-30 18:00:00;январь;Из одного источника по несостоявшимся закупкам;Закупка состоялась;;;
769;3901997-1;31615757-ОК1;;Услуга;582950.000.000000;Услуги по продлению лицензий на право использования программного обеспечения;Техническая поддержка программного обеспечения песочница;Услуги по продлению лицензий на право использования программного обеспечения;1;16964285.71;16964285.71;;;;2020-02-07 16:48:58;2020-02-24 09:00:00;июль;Открытый конкурс;Закупка состоялась;;;
770;3886093-1;31736164-ОИ2;;Запрос ценовых предложений;192021.550.000000;Бензин для двигателей с искровым зажиганием;Бензин АИ-95;марка АИ-95;2000;155.36;310720;;;;2020-01-21 18:07:20;2020-01-26 18:00:00;январь;Из одного источника по несостоявшимся закупкам;Закупка состоялась;;;
771;3871300-1;31756554-ЗЦП1;;Товар;222314.700.000010;Соединение на стык;Накладка на стык профиля для кабельного канала 105*50;для кабель-канала;60;270;16200;;;;2020-01-17 17:20:06;2020-01-24 18:30:00;февраль;Запрос ценовых предложений;Закупка состоялась;;;
772;3871300-1;31765255-ЗЦП1;;Товар;222929.900.000217;Наконечник;Дозатор для спирта;для дозатора;2;982.14;1964.28;;;;2020-01-17 17:20:06;2020-01-24 18:30:00;февраль;Запрос ценовых предложений;Закупка не состоялась;;;
773;3871300-1;31753350-ЗЦП1;;Товар;222314.700.000010;Соединение на стык;Накладка на стык крышек для кабельного канала 105*50;для кабель-канала;30;920;27600;;;;2020-01-17 17:20:06;2020-01-24 18:30:00;февраль;Запрос ценовых предложений;Закупка состоялась;;;
774;3871300-1;31756709-ЗЦП1;;Товар;222314.700.000015;Угол;Угол плоский для кабельного канала 105*50 Legrand;для кабель-канала, L-образный, из поливинилхлорида;30;6650;199500;;;;2020-01-17 17:20:06;2020-01-24 18:30:00;февраль;Запрос ценовых предложений;Закупка состоялась;;;
775;3871300-1;31758512-ЗЦП1;;Товар;139229.990.000001;Салфетка;Салфетки безворсовые для оптоволокна;техническая, из хлопчатобумажной ткани;5;2500;12500;;;;2020-01-17 17:20:06;2020-01-24 18:30:00;февраль;Запрос ценовых предложений;Закупка не состоялась;;;
776;3871300-1;31757523-ЗЦП1;;Товар;201332.300.000009;Кальция гипохлорид;Жидкость D-gel;жидкость;2;4017.86;8035.72;;;;2020-01-17 17:20:06;2020-01-24 18:30:00;февраль;Запрос ценовых предложений;Закупка не состоялась;;;
777;3871300-1;31765886-ЗЦП1;;Товар;265145.200.000012;Тестер;Тестер генератор;для прозвонки;16;65000;1040000;;;;2020-01-17 17:20:06;2020-01-24 18:30:00;февраль;Запрос ценовых предложений;Закупка состоялась;;;
778;3871300-1;31783964-ЗЦП1;;Товар;257330.630.000006;Отвертка;Отвертки;слесарно-монтажная, с изолирующей ручкой;8;7000;56000;;;;2020-01-17 17:20:06;2020-01-24 18:30:00;февраль;Запрос ценовых предложений;Закупка состоялась;;;
779;3871300-1;31763676-ЗЦП1;;Товар;221950.900.000008;Лента изоляционная;Изоляционная лента;для широкого применения, прорезиненная, ШОЛ - односторонняя обычной липкости, ширина 10-20 мм;40;199.11;7964.4;;;;2020-01-17 17:20:06;2020-01-24 18:30:00;февраль;Запрос ценовых предложений;Закупка состоялась;;;
780;3871300-1;31763525-ЗЦП1;;Товар;262030.100.000024;Преобразователь оптический;Медиоконвертор одномодовый;портативный;68;45646.43;3103957.24;;;;2020-01-17 17:20:06;2020-01-24 18:30:00;февраль;Запрос ценовых предложений;Закупка состоялась;;;
781;3871300-1;31784426-ЗЦП1;;Товар;263030.900.000158;Сплиттер;Сплиттеры 1х4 отвода;абонентский;15;3000;45000;;;;2020-01-17 17:20:06;2020-01-24 18:30:00;февраль;Запрос ценовых предложений;Закупка не состоялась;;;
782;3871300-1;31787948-ЗЦП1;;Товар;263030.900.000158;Сплиттер;TAР 2 ответвитель 8db;абонентский;15;600;9000;;;;2020-01-17 17:20:06;2020-01-24 18:30:00;февраль;Запрос ценовых предложений;Закупка не состоялась;;;
783;3871300-1;31787016-ЗЦП1;;Товар;273213.700.000222;Кабель;Кабель коаксильный RG - 6;марка RG, напряжение не более 1 000 В;1000;140;140000;;;;2020-01-17 17:20:06;2020-01-24 18:30:00;февраль;Запрос ценовых предложений;Закупка состоялась;;;
784;3871300-1;31785349-ЗЦП1;;Товар;263040.900.000010;Усилитель;Домовой усилитель;фидерный (домовой);10;55000;550000;;;;2020-01-17 17:20:06;2020-01-24 18:30:00;февраль;Запрос ценовых предложений;Закупка состоялась;;;
785;3871300-1;31787686-ЗЦП1;;Товар;273213.700.000222;Кабель;Кабель коаксильный RG - 11;марка RG, напряжение не более 1 000 В;305;170;51850;;;;2020-01-17 17:20:06;2020-01-24 18:30:00;февраль;Запрос ценовых предложений;Закупка состоялась;;;
786;3871300-1;31747020-ЗЦП1;;Товар;271240.900.000117;Полка;Оптический бокс на 4 волокна LC SM;кроссовая, оптическая, высота 1U, тип волокна одномодовое;10;23080.36;230803.6;;;;2020-01-17 17:20:06;2020-01-24 18:30:00;февраль;Запрос ценовых предложений;Закупка состоялась;;;
787;3871300-1;31756886-ЗЦП1;;Товар;222314.700.000115;Заглушка для кабель-канала;Торцевые заглушки под кабельный канал 105*50;пластиковая;30;6220;186600;;;;2020-01-17 17:20:06;2020-01-24 18:30:00;февраль;Запрос ценовых предложений;Закупка состоялась;;;
788;3871300-1;31762555-ЗЦП1;;Товар;273112.900.000003;Шнур оптический (патч корд);Оптический коммутационный шнур LC-SC МM 50/125 5m;переходной, тип LC-SC, одномодовое/многомодовое волокно;80;3482.14;278571.2;;;;2020-01-17 17:20:06;2020-01-24 18:30:00;февраль;Запрос ценовых предложений;Закупка состоялась;;;
789;3871300-1;31762787-ЗЦП1;;Товар;273112.900.000000;Шнур оптический (патч корд);Оптический коммутационный шнур SC-SC МM 50/125 5m;соединительный, тип SC-SC, одномодовое/многомодовое волокно;40;3482.14;139285.6;;;;2020-01-17 17:20:06;2020-01-24 18:30:00;февраль;Запрос ценовых предложений;Закупка состоялась;;;
